LAST SEEN   TYPE      REASON                 OBJECT                                                                MESSAGE
25m         Warning   BackoffLimitExceeded   job/k6-load-test-oscillating-product-service-b1-oscillating-rep1      Job has reached the specified backoff limit
18m         Normal    ScalingReplicaSet      deployment/product-service                                            Scaled up replica set product-service-75f4ddbd56 from 1 to 5
18m         Normal    Pulled                 pod/product-service-75f4ddbd56-h9d95                                  Container image "ecommerce.azurecr.io/product-service:latest" already present on machine
18m         Normal    Pulled                 pod/product-service-75f4ddbd56-5zh86                                  Container image "ecommerce.azurecr.io/product-service:latest" already present on machine
18m         Normal    Pulled                 pod/product-service-75f4ddbd56-xdd7x                                  Container image "ecommerce.azurecr.io/product-service:latest" already present on machine
18m         Normal    SuccessfulCreate       replicaset/product-service-75f4ddbd56                                 Created pod: product-service-75f4ddbd56-xdd7x
18m         Normal    SuccessfulCreate       replicaset/product-service-75f4ddbd56                                 Created pod: product-service-75f4ddbd56-5zh86
18m         Normal    SuccessfulCreate       replicaset/product-service-75f4ddbd56                                 Created pod: product-service-75f4ddbd56-9xj72
18m         Normal    Pulled                 pod/product-service-75f4ddbd56-9xj72                                  Container image "ecommerce.azurecr.io/product-service:latest" already present on machine
18m         Normal    Started                pod/product-service-75f4ddbd56-h9d95                                  Started container product-service
18m         Normal    Created                pod/product-service-75f4ddbd56-h9d95                                  Created container: product-service
18m         Normal    SuccessfulCreate       replicaset/product-service-75f4ddbd56                                 Created pod: product-service-75f4ddbd56-h9d95
18m         Normal    Started                pod/product-service-75f4ddbd56-xdd7x                                  Started container product-service
18m         Normal    Started                pod/product-service-75f4ddbd56-9xj72                                  Started container product-service
18m         Normal    Created                pod/product-service-75f4ddbd56-9xj72                                  Created container: product-service
18m         Normal    Started                pod/product-service-75f4ddbd56-5zh86                                  Started container product-service
18m         Normal    Created                pod/product-service-75f4ddbd56-5zh86                                  Created container: product-service
18m         Normal    Created                pod/product-service-75f4ddbd56-xdd7x                                  Created container: product-service
15m         Normal    SuccessfulCreate       job/k6-load-test-gradual-product-service-b2-gradual-rep1              Created pod: k6-load-test-gradual-product-service-b2-gradual-rep1-6q65w
15m         Normal    Pulling                pod/k6-load-test-gradual-product-service-b2-gradual-rep1-6q65w        Pulling image "grafana/k6:latest"
15m         Normal    Pulled                 pod/k6-load-test-gradual-product-service-b2-gradual-rep1-6q65w        Successfully pulled image "grafana/k6:latest" in 1.488s (1.488s including waiting). Image size: 36750082 bytes.
15m         Normal    Created                pod/k6-load-test-gradual-product-service-b2-gradual-rep1-6q65w        Created container: k6
15m         Normal    Started                pod/k6-load-test-gradual-product-service-b2-gradual-rep1-6q65w        Started container k6
3m8s        Normal    Completed              job/k6-load-test-gradual-product-service-b2-gradual-rep1              Job completed
