LAST SEEN   TYPE      REASON                 OBJECT                                                                MESSAGE
51m         Normal    Pulled                 pod/auth-service-88b4cd688-dztwq                                      Successfully pulled image "ecommerce.azurecr.io/auth-service:latest" in 251ms (251ms including waiting). Image size: 129968897 bytes.
49m         Warning   BackoffLimitExceeded   job/k6-auth-test-gradual-auth-service-b1-gradual-rep1                 Job has reached the specified backoff limit
40m         Normal    Scheduled              pod/k6-auth-test-spike-auth-service-b1-spike-rep1-dhfc5               Successfully assigned ecommerce/k6-auth-test-spike-auth-service-b1-spike-rep1-dhfc5 to aks-userpool-16719200-vmss000010
40m         Normal    SuccessfulCreate       job/k6-auth-test-spike-auth-service-b1-spike-rep1                     Created pod: k6-auth-test-spike-auth-service-b1-spike-rep1-dhfc5
40m         Normal    Pulling                pod/k6-auth-test-spike-auth-service-b1-spike-rep1-dhfc5               Pulling image "grafana/k6:latest"
40m         Normal    Started                pod/k6-auth-test-spike-auth-service-b1-spike-rep1-dhfc5               Started container k6
40m         Normal    Created                pod/k6-auth-test-spike-auth-service-b1-spike-rep1-dhfc5               Created container: k6
40m         Normal    Pulled                 pod/k6-auth-test-spike-auth-service-b1-spike-rep1-dhfc5               Successfully pulled image "grafana/k6:latest" in 1.469s (1.469s including waiting). Image size: 36750082 bytes.
30m         Normal    Killing                pod/auth-service-88b4cd688-dztwq                                      Container auth-service failed liveness probe, will be restarted
30m         Normal    Pulled                 pod/auth-service-88b4cd688-dztwq                                      Successfully pulled image "ecommerce.azurecr.io/auth-service:latest" in 211ms (211ms including waiting). Image size: 129968897 bytes.
30m         Normal    Started                pod/auth-service-88b4cd688-dztwq                                      Started container auth-service
30m         Normal    Pulling                pod/auth-service-88b4cd688-dztwq                                      Pulling image "ecommerce.azurecr.io/auth-service:latest"
30m         Normal    Created                pod/auth-service-88b4cd688-dztwq                                      Created container: auth-service
27m         Warning   BackoffLimitExceeded   job/k6-auth-test-spike-auth-service-b1-spike-rep1                     Job has reached the specified backoff limit
18m         Normal    Pulling                pod/k6-auth-test-oscillating-auth-service-b1-oscillating-rep1-mq8jz   Pulling image "grafana/k6:latest"
18m         Normal    SuccessfulCreate       job/k6-auth-test-oscillating-auth-service-b1-oscillating-rep1         Created pod: k6-auth-test-oscillating-auth-service-b1-oscillating-rep1-mq8jz
18m         Normal    Scheduled              pod/k6-auth-test-oscillating-auth-service-b1-oscillating-rep1-mq8jz   Successfully assigned ecommerce/k6-auth-test-oscillating-auth-service-b1-oscillating-rep1-mq8jz to aks-userpool-16719200-vmss000010
18m         Normal    Started                pod/k6-auth-test-oscillating-auth-service-b1-oscillating-rep1-mq8jz   Started container k6
18m         Normal    Created                pod/k6-auth-test-oscillating-auth-service-b1-oscillating-rep1-mq8jz   Created container: k6
18m         Normal    Pulled                 pod/k6-auth-test-oscillating-auth-service-b1-oscillating-rep1-mq8jz   Successfully pulled image "grafana/k6:latest" in 1.357s (1.357s including waiting). Image size: 36750082 bytes.
15m         Warning   Unhealthy              pod/auth-service-88b4cd688-dztwq                                      Liveness probe failed: Get "http://10.244.2.146:8001/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
8m14s       Warning   Unhealthy              pod/auth-service-88b4cd688-dztwq                                      Readiness probe failed: Get "http://10.244.2.146:8001/ready": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
5m29s       Warning   BackoffLimitExceeded   job/k6-auth-test-oscillating-auth-service-b1-oscillating-rep1         Job has reached the specified backoff limit
