LAST SEEN   TYPE      REASON                 OBJECT                                                             MESSAGE
49m         Warning   BackoffLimitExceeded   job/k6-load-test-oscillating-product-service-h2-oscillating-rep1   Job has reached the specified backoff limit
40m         Normal    SuccessfulCreate       job/k6-load-test-gradual-product-service-h3-gradual-rep1           Created pod: k6-load-test-gradual-product-service-h3-gradual-rep1-642ht
40m         Normal    Scheduled              pod/k6-load-test-gradual-product-service-h3-gradual-rep1-642ht     Successfully assigned ecommerce/k6-load-test-gradual-product-service-h3-gradual-rep1-642ht to aks-userpool-16719200-vmss000011
40m         Normal    Pulling                pod/k6-load-test-gradual-product-service-h3-gradual-rep1-642ht     Pulling image "grafana/k6:latest"
40m         Normal    Pulled                 pod/k6-load-test-gradual-product-service-h3-gradual-rep1-642ht     Successfully pulled image "grafana/k6:latest" in 1.453s (1.453s including waiting). Image size: 36750082 bytes.
40m         Normal    Created                pod/k6-load-test-gradual-product-service-h3-gradual-rep1-642ht     Created container: k6
40m         Normal    Started                pod/k6-load-test-gradual-product-service-h3-gradual-rep1-642ht     Started container k6
39m         Normal    SuccessfulCreate       replicaset/product-service-646fd4c8b8                              Created pod: product-service-646fd4c8b8-ckjlm
39m         Normal    SuccessfulRescale      horizontalpodautoscaler/product-service-hpa-custom                 New size: 2; reason: pods metric http_requests_per_second above target
39m         Normal    Scheduled              pod/product-service-646fd4c8b8-ckjlm                               Successfully assigned ecommerce/product-service-646fd4c8b8-ckjlm to aks-userpool-16719200-vmss000010
39m         Normal    Created                pod/product-service-646fd4c8b8-ckjlm                               Created container: product-service
39m         Normal    Pulling                pod/product-service-646fd4c8b8-ckjlm                               Pulling image "ecommerce.azurecr.io/product-service:latest"
39m         Normal    Pulled                 pod/product-service-646fd4c8b8-ckjlm                               Successfully pulled image "ecommerce.azurecr.io/product-service:latest" in 263ms (263ms including waiting). Image size: 114682246 bytes.
39m         Normal    Started                pod/product-service-646fd4c8b8-ckjlm                               Started container product-service
38m         Normal    SuccessfulRescale      horizontalpodautoscaler/product-service-hpa-custom                 New size: 3; reason: pods metric http_requests_per_second above target
38m         Normal    SuccessfulCreate       replicaset/product-service-646fd4c8b8                              Created pod: product-service-646fd4c8b8-h7zhw
38m         Normal    Scheduled              pod/product-service-646fd4c8b8-h7zhw                               Successfully assigned ecommerce/product-service-646fd4c8b8-h7zhw to aks-userpool-16719200-vmss000011
38m         Normal    Pulled                 pod/product-service-646fd4c8b8-h7zhw                               Successfully pulled image "ecommerce.azurecr.io/product-service:latest" in 160ms (160ms including waiting). Image size: 114682246 bytes.
38m         Normal    Started                pod/product-service-646fd4c8b8-h7zhw                               Started container product-service
38m         Normal    Created                pod/product-service-646fd4c8b8-h7zhw                               Created container: product-service
38m         Normal    Pulling                pod/product-service-646fd4c8b8-h7zhw                               Pulling image "ecommerce.azurecr.io/product-service:latest"
37m         Normal    Scheduled              pod/product-service-646fd4c8b8-8lv44                               Successfully assigned ecommerce/product-service-646fd4c8b8-8lv44 to aks-userpool-16719200-vmss000011
37m         Normal    Pulling                pod/product-service-646fd4c8b8-8lv44                               Pulling image "ecommerce.azurecr.io/product-service:latest"
37m         Normal    Pulled                 pod/product-service-646fd4c8b8-8lv44                               Successfully pulled image "ecommerce.azurecr.io/product-service:latest" in 159ms (159ms including waiting). Image size: 114682246 bytes.
37m         Normal    Created                pod/product-service-646fd4c8b8-8lv44                               Created container: product-service
37m         Normal    SuccessfulCreate       replicaset/product-service-646fd4c8b8                              Created pod: product-service-646fd4c8b8-vd6sg
37m         Normal    Pulling                pod/product-service-646fd4c8b8-vd6sg                               Pulling image "ecommerce.azurecr.io/product-service:latest"
37m         Normal    Pulled                 pod/product-service-646fd4c8b8-vd6sg                               Successfully pulled image "ecommerce.azurecr.io/product-service:latest" in 153ms (153ms including waiting). Image size: 114682246 bytes.
37m         Normal    SuccessfulCreate       replicaset/product-service-646fd4c8b8                              Created pod: product-service-646fd4c8b8-8lv44
37m         Normal    Scheduled              pod/product-service-646fd4c8b8-vd6sg                               Successfully assigned ecommerce/product-service-646fd4c8b8-vd6sg to aks-userpool-16719200-vmss000010
37m         Normal    Started                pod/product-service-646fd4c8b8-vd6sg                               Started container product-service
37m         Normal    Created                pod/product-service-646fd4c8b8-vd6sg                               Created container: product-service
37m         Normal    Started                pod/product-service-646fd4c8b8-8lv44                               Started container product-service
