LAST SEEN   TYPE      REASON                 OBJECT                                                        MESSAGE
18m         Normal    Scheduled              pod/k6-auth-test-gradual-auth-service-b1-gradual-rep1-nlwkq   Successfully assigned ecommerce/k6-auth-test-gradual-auth-service-b1-gradual-rep1-nlwkq to aks-userpool-16719200-vmss00000w
18m         Normal    Pulling                pod/k6-auth-test-gradual-auth-service-b1-gradual-rep1-nlwkq   Pulling image "grafana/k6:latest"
18m         Normal    Pulled                 pod/k6-auth-test-gradual-auth-service-b1-gradual-rep1-nlwkq   Successfully pulled image "grafana/k6:latest" in 2.492s (2.492s including waiting). Image size: 36750082 bytes.
18m         Normal    Created                pod/k6-auth-test-gradual-auth-service-b1-gradual-rep1-nlwkq   Created container: k6
18m         Normal    Started                pod/k6-auth-test-gradual-auth-service-b1-gradual-rep1-nlwkq   Started container k6
15m         Warning   Unhealthy              pod/auth-service-7d65757ddb-sndlk                             Readiness probe failed: Get "http://10.244.1.253:8001/ready": read tcp 10.224.0.4:40040->10.244.1.253:8001: read: connection reset by peer
15m         Normal    Killing                pod/auth-service-7d65757ddb-sndlk                             Container auth-service failed liveness probe, will be restarted
15m         Normal    Pulling                pod/auth-service-7d65757ddb-sndlk                             Pulling image "ecommerce.azurecr.io/auth-service:latest"
15m         Normal    Created                pod/auth-service-7d65757ddb-sndlk                             Created container: auth-service
15m         Normal    Started                pod/auth-service-7d65757ddb-sndlk                             Started container auth-service
15m         Normal    Pulled                 pod/auth-service-7d65757ddb-sndlk                             Successfully pulled image "ecommerce.azurecr.io/auth-service:latest" in 280ms (280ms including waiting). Image size: 129968897 bytes.
15m         Warning   Unhealthy              pod/auth-service-7d65757ddb-sndlk                             Readiness probe failed: Get "http://10.244.1.253:8001/ready": dial tcp 10.244.1.253:8001: connect: connection refused
12m         Warning   Unhealthy              pod/auth-service-7d65757ddb-sndlk                             Readiness probe failed: Get "http://10.244.1.253:8001/ready": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
7m10s       Warning   Unhealthy              pod/auth-service-7d65757ddb-sndlk                             Liveness probe failed: Get "http://10.244.1.253:8001/health": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
5m35s       Warning   BackoffLimitExceeded   job/k6-auth-test-gradual-auth-service-b1-gradual-rep1         Job has reached the specified backoff limit
