LAST SEEN   TYPE      REASON                 OBJECT                                                                MESSAGE
12m         Normal    Scheduled              pod/product-service-75f4ddbd56-mqf66                                  Successfully assigned ecommerce/product-service-75f4ddbd56-mqf66 to aks-userpool-16719200-vmss00000h
37m         Normal    Scheduled              pod/k6-load-test-oscillating-product-service-b2-oscillating-re4fgr6   Successfully assigned ecommerce/k6-load-test-oscillating-product-service-b2-oscillating-re4fgr6 to aks-userpool-16719200-vmss00000f
59m         Normal    Scheduled              pod/product-service-75f4ddbd56-gggmn                                  Successfully assigned ecommerce/product-service-75f4ddbd56-gggmn to aks-userpool-16719200-vmss00000h
59m         Normal    Scheduled              pod/product-service-75f4ddbd56-mrtfl                                  Successfully assigned ecommerce/product-service-75f4ddbd56-mrtfl to aks-userpool-16719200-vmss00000h
40m         Normal    Scheduled              pod/product-service-75f4ddbd56-bh7hj                                  Successfully assigned ecommerce/product-service-75f4ddbd56-bh7hj to aks-userpool-16719200-vmss00000h
40m         Normal    Scheduled              pod/product-service-75f4ddbd56-fttmz                                  Successfully assigned ecommerce/product-service-75f4ddbd56-fttmz to aks-userpool-16719200-vmss00000h
40m         Normal    Scheduled              pod/product-service-75f4ddbd56-z9xqk                                  Successfully assigned ecommerce/product-service-75f4ddbd56-z9xqk to aks-userpool-16719200-vmss00000h
59m         Normal    Scheduled              pod/product-service-75f4ddbd56-l297w                                  Successfully assigned ecommerce/product-service-75f4ddbd56-l297w to aks-userpool-16719200-vmss00000h
40m         Normal    Scheduled              pod/product-service-75f4ddbd56-wq5s2                                  Successfully assigned ecommerce/product-service-75f4ddbd56-wq5s2 to aks-userpool-16719200-vmss00000h
12m         Normal    Scheduled              pod/product-service-75f4ddbd56-w4dlp                                  Successfully assigned ecommerce/product-service-75f4ddbd56-w4dlp to aks-userpool-16719200-vmss00000f
13m         Normal    Scheduled              pod/product-service-75f4ddbd56-65np9                                  Successfully assigned ecommerce/product-service-75f4ddbd56-65np9 to aks-userpool-16719200-vmss00000h
14m         Normal    Scheduled              pod/product-service-75f4ddbd56-f8lm2                                  Successfully assigned ecommerce/product-service-75f4ddbd56-f8lm2 to aks-userpool-16719200-vmss00000h
18m         Normal    Scheduled              pod/k6-load-test-gradual-product-service-h1-gradual-rep1-75wrp        Successfully assigned ecommerce/k6-load-test-gradual-product-service-h1-gradual-rep1-75wrp to aks-userpool-16719200-vmss00000h
59m         Normal    Scheduled              pod/product-service-75f4ddbd56-trqkq                                  Successfully assigned ecommerce/product-service-75f4ddbd56-trqkq to aks-userpool-16719200-vmss00000h
56m         Normal    Scheduled              pod/k6-load-test-spike-product-service-b2-spike-rep1-mzprq            Successfully assigned ecommerce/k6-load-test-spike-product-service-b2-spike-rep1-mzprq to aks-userpool-16719200-vmss00000f
59m         Normal    Created                pod/product-service-75f4ddbd56-gggmn                                  Created container: product-service
59m         Normal    Started                pod/product-service-75f4ddbd56-gggmn                                  Started container product-service
59m         Normal    Created                pod/product-service-75f4ddbd56-l297w                                  Created container: product-service
59m         Normal    Pulled                 pod/product-service-75f4ddbd56-trqkq                                  Container image "ecommerce.azurecr.io/product-service:latest" already present on machine
59m         Normal    Created                pod/product-service-75f4ddbd56-trqkq                                  Created container: product-service
59m         Normal    SuccessfulCreate       replicaset/product-service-75f4ddbd56                                 Created pod: product-service-75f4ddbd56-gggmn
59m         Normal    Pulled                 pod/product-service-75f4ddbd56-gggmn                                  Container image "ecommerce.azurecr.io/product-service:latest" already present on machine
59m         Normal    Pulled                 pod/product-service-75f4ddbd56-l297w                                  Container image "ecommerce.azurecr.io/product-service:latest" already present on machine
59m         Normal    Created                pod/product-service-75f4ddbd56-mrtfl                                  Created container: product-service
59m         Normal    Pulled                 pod/product-service-75f4ddbd56-mrtfl                                  Container image "ecommerce.azurecr.io/product-service:latest" already present on machine
59m         Normal    SuccessfulCreate       replicaset/product-service-75f4ddbd56                                 Created pod: product-service-75f4ddbd56-l297w
59m         Normal    SuccessfulCreate       replicaset/product-service-75f4ddbd56                                 Created pod: product-service-75f4ddbd56-trqkq
59m         Normal    SuccessfulCreate       replicaset/product-service-75f4ddbd56                                 Created pod: product-service-75f4ddbd56-mrtfl
59m         Normal    Started                pod/product-service-75f4ddbd56-l297w                                  Started container product-service
59m         Normal    Started                pod/product-service-75f4ddbd56-trqkq                                  Started container product-service
59m         Normal    Started                pod/product-service-75f4ddbd56-mrtfl                                  Started container product-service
56m         Normal    SuccessfulCreate       job/k6-load-test-spike-product-service-b2-spike-rep1                  Created pod: k6-load-test-spike-product-service-b2-spike-rep1-mzprq
56m         Normal    Pulling                pod/k6-load-test-spike-product-service-b2-spike-rep1-mzprq            Pulling image "grafana/k6:latest"
56m         Normal    Created                pod/k6-load-test-spike-product-service-b2-spike-rep1-mzprq            Created container: k6
56m         Normal    Pulled                 pod/k6-load-test-spike-product-service-b2-spike-rep1-mzprq            Successfully pulled image "grafana/k6:latest" in 1.468s (1.468s including waiting). Image size: 36750082 bytes.
56m         Normal    Started                pod/k6-load-test-spike-product-service-b2-spike-rep1-mzprq            Started container k6
44m         Normal    Completed              job/k6-load-test-spike-product-service-b2-spike-rep1                  Job completed
41m         Normal    SuccessfulDelete       replicaset/product-service-75f4ddbd56                                 Deleted pod: product-service-75f4ddbd56-gggmn
41m         Normal    Killing                pod/product-service-75f4ddbd56-l297w                                  Stopping container product-service
41m         Normal    SuccessfulDelete       replicaset/product-service-75f4ddbd56                                 Deleted pod: product-service-75f4ddbd56-trqkq
41m         Normal    SuccessfulDelete       replicaset/product-service-75f4ddbd56                                 Deleted pod: product-service-75f4ddbd56-l297w
41m         Normal    SuccessfulDelete       replicaset/product-service-75f4ddbd56                                 Deleted pod: product-service-75f4ddbd56-mrtfl
41m         Normal    Killing                pod/product-service-75f4ddbd56-trqkq                                  Stopping container product-service
41m         Normal    Killing                pod/product-service-75f4ddbd56-mrtfl                                  Stopping container product-service
41m         Normal    Killing                pod/product-service-75f4ddbd56-gggmn                                  Stopping container product-service
