LAST SEEN   TYPE      REASON                 OBJECT                                                                MESSAGE
41m         Normal    KEDAScalersStopped     scaledobject/product-service-keda                                     Stopped scalers watch
41m         Warning   ScaledObjectDeleted    scaledobject/product-service-keda                                     ScaledObject was deleted
39m         Normal    ScaledObjectReady      scaledobject/product-service-keda                                     ScaledObject is ready for scaling
39m         Normal    KEDAScalersStarted     scaledobject/product-service-keda                                     Scaler prometheus is built
39m         Normal    KEDAScalersStarted     scaledobject/product-service-keda                                     Started scalers watch
37m         Normal    SuccessfulCreate       job/k6-load-test-spike-product-service-k1-spike-rep1                  Created pod: k6-load-test-spike-product-service-k1-spike-rep1-gvsg2
37m         Normal    Pulling                pod/k6-load-test-spike-product-service-k1-spike-rep1-gvsg2            Pulling image "grafana/k6:latest"
37m         Normal    Created                pod/k6-load-test-spike-product-service-k1-spike-rep1-gvsg2            Created container: k6
37m         Normal    Started                pod/k6-load-test-spike-product-service-k1-spike-rep1-gvsg2            Started container k6
37m         Normal    Pulled                 pod/k6-load-test-spike-product-service-k1-spike-rep1-gvsg2            Successfully pulled image "grafana/k6:latest" in 1.466s (1.466s including waiting). Image size: 36750082 bytes.
34m         Normal    Created                pod/product-service-75f4ddbd56-8mskk                                  Created container: product-service
34m         Normal    SuccessfulRescale      horizontalpodautoscaler/keda-hpa-product-service-keda                 New size: 2; reason: external metric s0-prometheus(&LabelSelector{MatchLabels:map[string]string{scaledobject.keda.sh/name: product-service-keda,},MatchExpressions:[]LabelSelectorRequirement{},}) above target
34m         Normal    SuccessfulCreate       replicaset/product-service-75f4ddbd56                                 Created pod: product-service-75f4ddbd56-8mskk
34m         Normal    Pulled                 pod/product-service-75f4ddbd56-8mskk                                  Container image "ecommerce.azurecr.io/product-service:latest" already present on machine
34m         Normal    Started                pod/product-service-75f4ddbd56-8mskk                                  Started container product-service
34m         Normal    Created                pod/product-service-75f4ddbd56-vbq7n                                  Created container: product-service
34m         Normal    Pulled                 pod/product-service-75f4ddbd56-vbq7n                                  Container image "ecommerce.azurecr.io/product-service:latest" already present on machine
34m         Normal    SuccessfulCreate       replicaset/product-service-75f4ddbd56                                 Created pod: product-service-75f4ddbd56-vbq7n
34m         Normal    SuccessfulRescale      horizontalpodautoscaler/keda-hpa-product-service-keda                 New size: 3; reason: external metric s0-prometheus(&LabelSelector{MatchLabels:map[string]string{scaledobject.keda.sh/name: product-service-keda,},MatchExpressions:[]LabelSelectorRequirement{},}) above target
34m         Normal    Started                pod/product-service-75f4ddbd56-vbq7n                                  Started container product-service
34m         Normal    Started                pod/product-service-75f4ddbd56-fnzvc                                  Started container product-service
34m         Normal    SuccessfulCreate       replicaset/product-service-75f4ddbd56                                 Created pod: product-service-75f4ddbd56-fnzvc
34m         Normal    Created                pod/product-service-75f4ddbd56-fnzvc                                  Created container: product-service
34m         Normal    Pulled                 pod/product-service-75f4ddbd56-fnzvc                                  Container image "ecommerce.azurecr.io/product-service:latest" already present on machine
34m         Normal    SuccessfulRescale      horizontalpodautoscaler/keda-hpa-product-service-keda                 New size: 4; reason: external metric s0-prometheus(&LabelSelector{MatchLabels:map[string]string{scaledobject.keda.sh/name: product-service-keda,},MatchExpressions:[]LabelSelectorRequirement{},}) above target
27m         Warning   Unhealthy              pod/product-service-75f4ddbd56-v4xn6                                  Readiness probe failed: Get "http://10.244.2.94:8002/ready": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
25m         Warning   BackoffLimitExceeded   job/k6-load-test-spike-product-service-k1-spike-rep1                  Job has reached the specified backoff limit
21m         Normal    Killing                pod/product-service-75f4ddbd56-v4xn6                                  Stopping container product-service
21m         Normal    SuccessfulDelete       replicaset/product-service-75f4ddbd56                                 Deleted pod: product-service-75f4ddbd56-v4xn6
21m         Normal    ScalingReplicaSet      deployment/product-service                                            Scaled down replica set product-service-75f4ddbd56 from 4 to 3
21m         Normal    SuccessfulRescale      horizontalpodautoscaler/keda-hpa-product-service-keda                 New size: 3; reason: All metrics below target
21m         Normal    SuccessfulRescale      horizontalpodautoscaler/keda-hpa-product-service-keda                 New size: 2; reason: All metrics below target
21m         Normal    SuccessfulDelete       replicaset/product-service-75f4ddbd56                                 Deleted pod: product-service-75f4ddbd56-fnzvc
21m         Normal    ScalingReplicaSet      deployment/product-service                                            Scaled down replica set product-service-75f4ddbd56 from 3 to 2
21m         Normal    Killing                pod/product-service-75f4ddbd56-fnzvc                                  Stopping container product-service
20m         Normal    ScalingReplicaSet      deployment/product-service                                            Scaled down replica set product-service-75f4ddbd56 from 2 to 1
20m         Normal    SuccessfulRescale      horizontalpodautoscaler/keda-hpa-product-service-keda                 New size: 1; reason: All metrics below target
20m         Normal    SuccessfulDelete       replicaset/product-service-75f4ddbd56                                 Deleted pod: product-service-75f4ddbd56-8mskk
20m         Normal    Killing                pod/product-service-75f4ddbd56-8mskk                                  Stopping container product-service
19m         Warning   ScaledObjectDeleted    scaledobject/product-service-keda                                     ScaledObject was deleted
19m         Normal    KEDAScalersStopped     scaledobject/product-service-keda                                     Stopped scalers watch
17m         Normal    KEDAScalersStarted     scaledobject/product-service-keda                                     Scaler prometheus is built
17m         Normal    KEDAScalersStarted     scaledobject/product-service-keda                                     Started scalers watch
17m         Normal    ScaledObjectReady      scaledobject/product-service-keda                                     ScaledObject is ready for scaling
15m         Normal    SuccessfulCreate       job/k6-load-test-oscillating-product-service-k1-oscillating-rep1      Created pod: k6-load-test-oscillating-product-service-k1-oscillating-re5thzc
15m         Normal    Pulling                pod/k6-load-test-oscillating-product-service-k1-oscillating-re5thzc   Pulling image "grafana/k6:latest"
15m         Normal    Pulled                 pod/k6-load-test-oscillating-product-service-k1-oscillating-re5thzc   Successfully pulled image "grafana/k6:latest" in 1.484s (1.484s including waiting). Image size: 36750082 bytes.
15m         Normal    Started                pod/k6-load-test-oscillating-product-service-k1-oscillating-re5thzc   Started container k6
15m         Normal    Created                pod/k6-load-test-oscillating-product-service-k1-oscillating-re5thzc   Created container: k6
12m         Normal    Pulled                 pod/product-service-75f4ddbd56-xfw29                                  Container image "ecommerce.azurecr.io/product-service:latest" already present on machine
12m         Normal    Created                pod/product-service-75f4ddbd56-xfw29                                  Created container: product-service
12m         Normal    SuccessfulCreate       replicaset/product-service-75f4ddbd56                                 Created pod: product-service-75f4ddbd56-xfw29
12m         Normal    ScalingReplicaSet      deployment/product-service                                            Scaled up replica set product-service-75f4ddbd56 from 1 to 2
12m         Normal    SuccessfulRescale      horizontalpodautoscaler/keda-hpa-product-service-keda                 New size: 2; reason: external metric s0-prometheus(&LabelSelector{MatchLabels:map[string]string{scaledobject.keda.sh/name: product-service-keda,},MatchExpressions:[]LabelSelectorRequirement{},}) above target
12m         Normal    Started                pod/product-service-75f4ddbd56-xfw29                                  Started container product-service
12m         Normal    SuccessfulCreate       replicaset/product-service-75f4ddbd56                                 Created pod: product-service-75f4ddbd56-t8dlb
12m         Normal    Created                pod/product-service-75f4ddbd56-t8dlb                                  Created container: product-service
12m         Normal    Pulled                 pod/product-service-75f4ddbd56-t8dlb                                  Container image "ecommerce.azurecr.io/product-service:latest" already present on machine
12m         Normal    ScalingReplicaSet      deployment/product-service                                            Scaled up replica set product-service-75f4ddbd56 from 2 to 3
12m         Normal    SuccessfulRescale      horizontalpodautoscaler/keda-hpa-product-service-keda                 New size: 3; reason: external metric s0-prometheus(&LabelSelector{MatchLabels:map[string]string{scaledobject.keda.sh/name: product-service-keda,},MatchExpressions:[]LabelSelectorRequirement{},}) above target
12m         Normal    Started                pod/product-service-75f4ddbd56-t8dlb                                  Started container product-service
12m         Normal    SuccessfulCreate       replicaset/product-service-75f4ddbd56                                 Created pod: product-service-75f4ddbd56-dsfpd
12m         Normal    Started                pod/product-service-75f4ddbd56-dsfpd                                  Started container product-service
12m         Normal    Created                pod/product-service-75f4ddbd56-dsfpd                                  Created container: product-service
12m         Normal    ScalingReplicaSet      deployment/product-service                                            Scaled up replica set product-service-75f4ddbd56 from 3 to 4
12m         Normal    Pulled                 pod/product-service-75f4ddbd56-dsfpd                                  Container image "ecommerce.azurecr.io/product-service:latest" already present on machine
12m         Normal    SuccessfulRescale      horizontalpodautoscaler/keda-hpa-product-service-keda                 New size: 4; reason: external metric s0-prometheus(&LabelSelector{MatchLabels:map[string]string{scaledobject.keda.sh/name: product-service-keda,},MatchExpressions:[]LabelSelectorRequirement{},}) above target
11m         Warning   Unhealthy              pod/product-service-75f4ddbd56-vbq7n                                  Readiness probe failed: Get "http://10.244.2.140:8002/ready": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
9m48s       Warning   Unhealthy              pod/product-service-75f4ddbd56-dsfpd                                  Readiness probe failed: Get "http://10.244.2.93:8002/ready": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
9m28s       Warning   Unhealthy              pod/product-service-75f4ddbd56-t8dlb                                  Readiness probe failed: Get "http://10.244.2.182:8002/ready": context deadline exceeded (Client.Timeout exceeded while awaiting headers)
3m8s        Normal    Completed              job/k6-load-test-oscillating-product-service-k1-oscillating-rep1      Job completed
